"Campaign","Category","Sub-Category","Backers","Pledged","Goal","Outcome","Country","Campaign Length","Campaign Bucket"
"Undetermined Destiny, The Dark Way Down","Games","Mobile Games",19,"738","5000","failed","US",30,"Medium"
"Eugenic Death Under The Knife (Canceled)","Music","Metal",1,"25","1200","canceled","US",30,"Medium"
"Stimulator Album #4 - Susan Hyatt and Geoff Tyson United","Music","Rock",5,"260","5550","failed","US",45,"Long"
"The Wardenclyffe Horror","Comics","Comics",238,"10652","9800","successful","US",35,"Long"
"Abrax Games moving up in the world (Youtube Funding)","Technology","Hardware",0,"0","421","failed","GB",30,"Medium"
"ThamesLark (Canceled)","Art","Conceptual Art",0,"0","16426","canceled","GB",30,"Medium"
"Brent Lawrence & Scruffy Dogma Debut Recording Project","Music","Music",0,"0","1500","failed","US",30,"Medium"
"Etalon is your reflection. Create your perfect bag!","Fashion","Accessories",12,"662","44695","failed","ES",35,"Long"
"Forge Brew Works","Food","Food",174,"22064","10000","successful","US",30,"Medium"
"FIVE","Comics","Graphic Novels",199,"20731","15000","successful","US",35,"Long"
"Phantom Ice Maker | Seven Clear, Slow-Melting Ice Shapes","Design","Product Design",3015,"424615","50000","successful","US",31,"Long"
"Legacy of Atlantis","Comics","Comics",7,"241","4000","failed","US",30,"Medium"
"Manny Manriquez' new rock opera journey: Outland Warrior","Music","Rock",63,"4343","3500","successful","US",30,"Medium"
"Mason Sylvester S/S '13 New York Fashion Week Show","Fashion","Fashion",1,"25","3000","failed","US",14,"Short"
"Corporate-TV","Film & Video","Television",1,"1","58730","failed","DE",31,"Long"
"Three Richmond-Themed Posters, Metallic Duo-Tone","Design","Graphic Design",12,"457","2200","failed","US",15,"Medium"
"The Dream Diaries","Film & Video","Documentary",52,"2587","17500","failed","US",30,"Medium"
"THE BEAUTIFUL DEAD","Film & Video","Film & Video",56,"9000","8500","successful","US",60,"Long"
"Flyshark:To Redefine The Wireless Keyboard","Technology","Gadgets",800,"61423","30000","successful","US",35,"Long"
"Cigars and the Meaning of Life","Publishing","Nonfiction",2,"21","4500","failed","US",30,"Medium"
"Muscle Macros Food Truck","Food","Food Trucks",12,"2500","2500","successful","US",7,"Short"
"Book Project Ready to Go","Publishing","Fiction",1,"50","4000","failed","US",86,"Long"
"Cardiff Wings - Sleep. Made. Easy","Design","Product Design",44,"5621","20000","failed","US",38,"Long"
"NYOBI #2","Comics","Comic Books",99,"1407","637","successful","CA",30,"Medium"
"The Chronicles of Faro Continues -- Play The Devil's Hand","Comics","Comic Books",226,"14450","8600","successful","US",60,"Long"
"50's - 60's Musical Revue with skits","Theater","Theater",0,"0","5000","failed","US",21,"Medium"
"blipcast | Send TV Audio to your Smartphone's Headphones","Technology","Hardware",413,"37994","100000","failed","US",27,"Medium"
"Badassical #3 (a sci-fi adventure comic)","Comics","Comic Books",283,"10759","2354","successful","CA",30,"Medium"
"The Eighth Floor","Film & Video","Shorts",13,"815","3360","failed","US",30,"Medium"
"How NOT to Use the Book of the Dead","Film & Video","Film & Video",6,"63","100000","failed","US",60,"Long"
"Threaten The Body, Destroy The Mind","Publishing","Nonfiction",7,"196","3600","failed","US",30,"Medium"
"DEBORAH a pendant lamp.","Design","Product Design",51,"163","149","successful","MX",35,"Long"
"4 Color Press for 5th Street Garment Company","Fashion","Fashion",0,"0","800","failed","US",30,"Medium"
"Purrito Cat","Art","Art",14,"365","350","successful","US",30,"Medium"
"Hooked -Track Phone Usage and Discover New Population Habits","Technology","Apps",2,"195","5906","failed","ES",25,"Medium"
"Luna Noel | Earth Mood Perfumes","Crafts","Crafts",53,"9666","75000","canceled","US",30,"Medium"
"Past","Film & Video","Drama",2,"11","110000","failed","US",60,"Long"
"Art For All Year - 2014","Art","Mixed Media",6,"311","6600","failed","US",30,"Medium"
"Bloody Mess","Comics","Graphic Novels",41,"2170","8603","failed","GB",50,"Long"
"Karen Townsend (and the Recordions) There Is No Bottom","Music","Country & Folk",42,"1056","800","successful","US",18,"Medium"
"ComiCase:  Relaunch - Revolutionary Mylar Display Cases","Comics","Comics",94,"6347","12675","failed","US",30,"Medium"
"Victory at Sea. A Naval War Game for mobile, PC & Mac","Games","Video Games",21,"597","47993","failed","GB",30,"Medium"
"Amare Dolls - Talaya: A Fantasy Ball Joint Doll","Art","Sculpture",35,"3456","3100","successful","GB",30,"Medium"
"Dirty Santa: The Official Christmas Party Game","Games","Playing Cards",44,"1323","3000","failed","US",11,"Short"
"Big Game Jerky USA . COM","Food","Events",2,"24","2000","failed","US",15,"Medium"
"Sacimals - Stuffed Animal Furniture","Design","Product Design",42,"4361","38150","failed","US",31,"Long"
"Ambition Handicapped by Laziness","Publishing","Poetry",1,"4","1183","failed","NZ",29,"Medium"
"Monkey Chef #2","Comics","Comic Books",125,"4052","3500","successful","US",30,"Medium"
"Little Training Book Series","Publishing","Children's Books",2,"21","1500","failed","US",30,"Medium"
"Spicy Goodness - Spice Recipes From Around the World","Food","Cookbooks",1,"29","571","canceled","AU",30,"Medium"
"Life's a beach...","Photography","Nature",2,"1","13550","failed","AU",30,"Medium"
"the Human Light Suit )'( Burning Man 2013","Photography","Photography",74,"5656","4700","successful","US",15,"Medium"
"Swedish Folk Music Treasures","Music","World Music",64,"6190","5000","successful","US",30,"Medium"
"Help save Studio 2 Leederville. Art space and event venue","Art","Art",22,"963","5194","failed","AU",45,"Long"
"Represent Web Series (Canceled)","Film & Video","Webseries",2,"40","3300","canceled","US",30,"Medium"
"Marina's Mind","Publishing","Children's Books",8,"270","850","failed","US",30,"Medium"
"kill yourself zine","Publishing","Art Books",11,"83","300","failed","US",30,"Medium"
"Nature Photography","Photography","Photography",0,"0","2600","failed","US",6,"Short"
"Handmade Pocket squares by sharpfellas.com (Canceled)","Fashion","Apparel",7,"325","4821","canceled","CA",30,"Medium"
"The Eubie Live Project","Music","Jazz",15,"725","4000","failed","US",30,"Medium"
"Penn State SOMA Arts Crawl 2013","Art","Performance Art",20,"806","800","successful","US",24,"Medium"
"Jitter Bus Coffee","Food","Food Trucks",43,"5260","5000","successful","US",30,"Medium"
"Universal Plate Holder","Technology","Technology",3,"16","5111","failed","AU",30,"Medium"
"Surreal Art Exhibition Tour of The Wrong Alice","Art","Painting",4,"144","6139","failed","GB",50,"Long"
"The Dove - short thriller film reminiscent of classic horror","Film & Video","Shorts",24,"1525","1500","successful","US",82,"Long"
"VIS - 'Useful Power'","Technology","Gadgets",431,"62367","30000","successful","US",40,"Long"
"The Batik Fabric & Clothing Lifestyle","Fashion","Fashion",1,"100","1500","failed","US",30,"Medium"
"Global Water Shortage: The Fracking Water Loss Theory!","Journalism","Print",4,"70","30000","failed","US",30,"Medium"
"SWANKY SHAMPANE project","Theater","Theater",6,"1010","30000","failed","US",46,"Long"
"HST - Anti Cyber Hacking  Hidden Sovereign Technology","Technology","Software",0,"0","32197","failed","SE",30,"Medium"
"I'm bringing good music back! Fans of Faith No More rejoice!","Music","Rock",0,"0","3100","failed","US",30,"Medium"
"Scream Guitars are playable electric guitars with custom art","Art","Digital Art",6,"9","25000","failed","US",30,"Medium"
"Buddha World","Film & Video","Documentary",41,"4081","4000","successful","US",30,"Medium"
"Jewelry In The Heart","Fashion","Jewelry",0,"0","10000","failed","US",30,"Medium"
"Goth Homme world tour 2018 (pt 1 of 10)","Music","Music",0,"0","6666","canceled","US",60,"Long"
"INTO MYSTERY: Clue 08  Tamref","Design","Product Design",86,"4281","18537","failed","US",59,"Long"
"Bikepacking the Ring Road","Film & Video","Documentary",8,"780","4000","failed","US",19,"Medium"
"Maria Cardelli Luxury Fashion Accessories","Fashion","Accessories",4,"2268","62786","failed","NL",30,"Medium"
"Innovative American Mind: Crowd-Sourced Innovation Stories","Publishing","Nonfiction",13,"1170","14250","failed","US",30,"Medium"
"ANGELIC WARS (GRAPHIC NOVEL)","Comics","Comics",6,"64","1500","failed","US",30,"Medium"
"launch of New Visions Art Studio","Art","Ceramics",0,"0","10000","failed","US",29,"Medium"
"The Get Away Kids","Film & Video","Shorts",1,"52","5000","failed","US",30,"Medium"
"Fro-Joe's, Ocean City's First Rolled Ice Cream Shop","Food","Restaurants",3,"107","70000","failed","US",60,"Long"
"Just Say M.O! Chapter's 1 & 2","Music","Hip-Hop",0,"0","10000","failed","US",40,"Long"
"Tobacco Road Showcase","Theater","Theater",0,"0","2500","failed","US",59,"Long"
"East Meets West Beef Stick Flavor-Sure to Please","Food","Small Batch",40,"1505","500","successful","US",30,"Medium"
"Creativity Knits: Artful Knitting Tools","Crafts","Crafts",1,"10","750","failed","US",14,"Short"
"One Hard-Working Couple, With a Goal, On an Organic Mission","Food","Farms",46,"4542","4000","successful","US",60,"Long"
"Yooquik","Technology","DIY Electronics",46,"15167","58890","canceled","IT",60,"Long"
"Life Size Rhinoceros in London","Art","Public Art",8,"545","8074","failed","GB",4,"Short"
"Frühstück TV - A German-American Talk Show","Film & Video","Webseries",54,"4738","18500","failed","US",45,"Long"
"Hub+ for USB-C: Get your MacBook ports back.","Technology","Hardware",8019,"883461","35000","successful","US",42,"Long"
"Fight Fire With Fire","Film & Video","Documentary",7,"180","20000","failed","US",21,"Medium"
"THE PERFECT CHINO | CUSTOM MADE TO FIT YOU by Woodies","Fashion","Apparel",661,"112476","15000","successful","US",40,"Long"
"State Flag Geography Cards","Publishing","Publishing",39,"3015","3000","successful","US",30,"Medium"
"The Danish Beer Adventure","Food","Drinks",1,"1","222","failed","DK",30,"Medium"
"Turn my imagination into physical forms of art.","Art","Art",3,"43","461","failed","AU",30,"Medium"
"Michael Lewis Rowland: My Brother's Keeper- a Memoir","Publishing","Nonfiction",1,"50","8000","canceled","US",30,"Medium"
"Ecofarm for High Functioning Autistic Adults","Food","Farms",2,"225","30000","failed","US",30,"Medium"
"Life Lessons - Netflix Series","Film & Video","Webseries",0,"0","20000","failed","US",30,"Medium"
"30 Day Itch","Film & Video","Shorts",0,"0","5000","failed","US",30,"Medium"
"Get Cocky Shorts","Fashion","Apparel",164,"4228","100","successful","US",30,"Medium"
"European Reversibles","Fashion","Apparel",0,"0","30000","failed","US",55,"Long"
"The Audio Embodiment of the Culture of Food","Food","Food",14,"1438","1000","successful","US",34,"Long"
"Some Fear None: In Theater debut music video","Music","Rock",16,"830","15000","failed","US",30,"Medium"
"BreakingBad inspired Coffee Lab Walter's Coffee Roastery NYC","Food","Food",138,"28109","55000","failed","US",30,"Medium"
"Stanky and Amazing Gracie: Illustrated by Kailey Semmelmann","Publishing","Children's Books",77,"5275","5000","successful","US",42,"Long"
"Alex's Dad Chair of Inspiration and Awesomeness (Suspended)","Publishing","Academic",1,"1","900","suspended","US",60,"Long"
"The Imposters","Games","Live Games",391,"7010","5000","successful","US",30,"Medium"
"The Dark Knight Trilogy: Mobile App Filming Locations","Comics","Comics",1,"1","900","failed","US",30,"Medium"
"The Water Table: Brooklyn's First Dinner Boat!","Food","Food",14,"868","8000","failed","US",18,"Medium"
"Get Mrtcupz a Sasuke Hugging Body Pillow Case Cover","Games","Gaming Hardware",0,"0","32","suspended","GB",60,"Long"
"Police Brutality Posters","Art","Art",2,"10","500","failed","US",45,"Long"
"First Gear - Motorprogrammet för alla","Film & Video","Film & Video",10,"45","267","failed","SE",29,"Medium"
"First Time Author fulfilling his Dreams","Publishing","Fiction",3,"135","900","failed","US",30,"Medium"
"Footsies - Pedaling Romance Below the Knees.","Film & Video","Shorts",20,"864","3000","failed","US",30,"Medium"
"Bedrooms of The Fallen","Photography","Photography",142,"16837","15000","successful","US",30,"Medium"
"Zombie Fabulous #3: Mary: Sacred Heart of the Motor City","Comics","Comic Books",39,"1228","1000","successful","US",30,"Medium"
"MARK OF THE DOG ROSE - an Astropiano Films feature","Film & Video","Film & Video",18,"1050","1000","successful","US",90,"Long"
"Gunner Abbott: Escape From Lizardoom Short Film","Film & Video","Science Fiction",10,"290","200","successful","US",30,"Medium"
"SHOTBOX with PANELS","Design","Product Design",197,"10433","15000","canceled","US",35,"Long"
"808 SPEAKERBOX - H4 Help Hawaii Hip-Hop","Music","Hip-Hop",70,"3030","3000","successful","US",58,"Long"
"Kiën Light: Intelligent daylight at your fingertips","Technology","Hardware",398,"174540","57197","successful","DE",36,"Long"
"NIKITA: Le Femme Assassin","Publishing","Fiction",1,"6","2941","failed","CA",30,"Medium"
"LabRats Year Four: Doing more, asking for less!","Theater","Theater",133,"7958","7500","successful","US",17,"Medium"
"Healthy Eats Restaurant","Food","Restaurants",0,"0","70000","failed","US",30,"Medium"
"Zombie Man","Film & Video","Film & Video",42,"2625","2500","successful","US",30,"Medium"
"The Awesome Olympia Farmers Market Captured in Art","Art","Art",11,"2000","1995","successful","US",59,"Long"
"Grandma's Filled Burgers","Food","Restaurants",1,"1","65000","failed","US",45,"Long"
"Art Catalog","Art","Painting",1,"15","1800","failed","US",27,"Medium"
"Rebuild an Artist's Legacy","Music","Indie Rock",4,"214","5000","failed","US",30,"Medium"
"The Birds of Paradise Series","Art","Painting",2,"75","3000","failed","US",30,"Medium"
"Tina And The Gucci Flip Flop: The Live Action Short Film","Film & Video","Comedy",406,"36022","35000","successful","US",32,"Long"
"bUy Apparel","Fashion","Fashion",0,"0","10000","failed","US",41,"Long"
"Where is Home?","Film & Video","Documentary",83,"1764","1578","successful","CA",25,"Medium"
"Shattered Pitch","Film & Video","Shorts",48,"5400","5000","successful","US",60,"Long"
"På andra sidan våldet (English: The other side of violence)","Publishing","Publishing",3,"9","1828","failed","SE",36,"Long"
"Create a one of a kind, experimental, home-built aircraft.","Design","Product Design",1,"100","60000","failed","US",30,"Medium"
"Magnetic Robot Invasion: A Free Street Art Project","Art","Painting",15,"520","500","successful","US",30,"Medium"
"COLD BABY-AS IF THROUGH A GLASS & DARKLY GRAPHIC NOVELLA","Comics","Comics",1,"5","5000","failed","US",45,"Long"
"Development of talking language translation app for pets","Technology","Apps",4,"5","216969","failed","DE",60,"Long"
"Tyny Tools I Tools for Attaching, Hanging and Organizing","Design","Product Design",1317,"41656","15000","successful","US",30,"Medium"
"Mongolia asks assistance from rural Virginia felt makers.","Publishing","Nonfiction",37,"2562","1500","successful","US",20,"Medium"
"Xor : Exclusive Or : Fictionnal funny documentary","Film & Video","Film & Video",0,"0","34542","failed","FR",45,"Long"
"Norcio to record Dear Christina @ Applehead Studios.(Coheed and Cambria,John Mayer)","Music","Indie Rock",2,"105","5000","failed","US",61,"Long"
"YVR Space - For Creators","Technology","Web",1,"3","150787","failed","CA",60,"Long"
"Daebak! Wallet: The Best Cash Friendly Minimalist Wallet","Design","Product Design",100,"4398","3071","canceled","GB",31,"Long"
